source,target
ဖေဖေက မော်လမြိုင်ကို သွားသည်။,ဖေဖေက မော်လမြိုင်သို့ သွားသည်။
ဖေဖေကား မော်လမြိုင်ကို သွားသည်။,ဖေဖေကား မော်လမြိုင်သို့ သွားသည်။
ထိုမိန်းကလေးသည် ကျွန်တော့်သားထက် အမှတ်နည်းသည်။,ထိုမိန်းကလေးသည် ကျွန်တော့်သားအောက် အမှတ်နည်းသည်။
စည်းကမ်းပျက်လျှင် အပြစ်ပေးခံရသည်။,စည်းကမ်းပျက်လျှင် အပြစ်ပေးခံရမည်။
မိဘများသည် သားသမီးတို့၏ ကောင်းမွန်ရေး မျှော်ကိုးကြသည်။,မိဘများသည် သားသမီးတို့၏ ကောင်းမွန်ရေးအတွက် မျှော်ကိုးကြသည်။
မိဘများက သားသမီးတို့၏ ကောင်းမွန်ရေး မျှော်ကိုးကြသည်။,မိဘများက သားသမီးတို့၏ ကောင်းမွန်ရေးအတွက် မျှော်ကိုးကြသည်။
မိဘများမှာ သားသမီးတို့၏ ကောင်းမွန်ရေး မျှော်ကိုးကြသည်။,မိဘများမှာ သားသမီးတို့၏ ကောင်းမွန်ရေးအတွက် မျှော်ကိုးကြသည်။
မိဘများကား သားသမီးတို့၏ ကောင်းမွန်ရေး မျှော်ကိုးကြသည်။,မိဘများကား သားသမီးတို့၏ ကောင်းမွန်ရေးအတွက် မျှော်ကိုးကြသည်။
ထိုမိန်းကလေးက ကျွန်တော့်သားထက် အမှတ်နည်းသည်။,ထိုမိန်းကလေးက ကျွန်တော့်သားအောက် အမှတ်နည်းသည်။
ထိုမိန်းကလေးကား ကျွန်တော့်သားထက် အမှတ်နည်းသည်။,ထိုမိန်းကလေးကား ကျွန်တော့်သားအောက် အမှတ်နည်းသည်။
ထိုမိန်းကလေးမှာ ကျွန်တော့်သားထက် အမှတ်နည်းသည်။,ထိုမိန်းကလေးမှာ ကျွန်တော့်သားအောက် အမှတ်နည်းသည်။
ရဲသားသည် ကျင်လည်စွာ ခိုးသူကို ဖမ်းသည်။,ရဲသားသည် ခိုးသူကို ကျင်လည်စွာ ဖမ်းသည်။
ဆရာသည် အနည်းဆုံး ကလေးများ၏ သဘောကို သိရမည်။,အနည်းဆုံးအားဖြင့် ဆရာသည် ကလေးများ၏ သဘောကို သိရမည်။
အနည်းဆုံး ဆရာသည် ကလေးများ၏ သဘောကို သိရမည်။,အနည်းဆုံးအားဖြင့် ဆရာသည် ကလေးများ၏ သဘောကို သိရမည်။
သပိတ်မှောက်သော ကျောင်းသားများနှင့် ဆရာများ ဆွေးနွေးကြသည်။,သပိတ်မှောက်သော ကျောင်းသားများ ဆရာများနှင့် ဆွေးနွေးကြသည်။
ရန်လိုသော ဆရာ၏ ခွေးသည် က‌လေးကို ကိုက်သည်။,ဆရာ၏ ရန်လိုသော ခွေးသည် က‌လေးကို ကိုက်သည်။
မသိနားမလည်သော အမေ၏ ကလေးသည် ငိုရှာသည်။,အမေ၏ မသိနားမလည်သော ကလေးသည် ငိုရှာသည်။
မျောက်သည် ငှက်ပျောသီးကို အခွံနွှာ၍ စားသည်။,မျောက်သည် ငှက်ပျောသီးအခွံကို နွှာ၍ စားသည်။
မိန်းကလေးသည် ကောက်ညှင်းပေါင်းကို မောင်းထောင်းပြီးနောက် စားသည်။,မိန်းကလေးသည် မောင်းထောင်းပြီးနောက် ကောက်ညှင်းပေါင်းကို စားသည်။
သူ၏ တဲကလေးမှာ မလုံမလဲ ဖြစ်သလို မိုးကာထားသည်။,သူ၏ တဲကလေးမှာ ဖြစ်သလိုမလုံမလဲ မိုးကာထားသည်။
ကိုယ့် ကိုယ်ကိုကိုယ်ကိုယ်တိုင်ဖန်တီးပါ။,ကိုယ့် ကိုယ်ကိုကိုယ် ကိုယ်တိုင်ဖန်တီးပါ။
သဘောမတူတူတူ တူတူတူ အရေးမကြီးပါ။,သဘော မတူတူတူ၊ တူတူတူ၊ အရေးမကြီးပါ။
ဆရာမ ပြနည်းမကျ။,ဆရာမပြ၊ နည်းမကျ။
အဆုံးအဖြတ်ကို အတည်ပြုပြီး နောက်အခြေအနေအရ လုပ်ရမည်။,အဆုံးအဖြတ်ကို အတည်ပြုပြီးနောက် အခြေအနေအရ လုပ်ရမည်။
သူသည် ရုပ်ရှင်နှင့် ‌ဘောလုံး ပွဲကြည့်ခြင်းကို ဝါသနာပါသည်။,သူသည် ရုပ်ရှင်နှင့် ‌ဘောလုံးပွဲကြည့်ခြင်းကို ဝါသနာပါသည်။
စိုးရိမ်သော ကဗျာပါဒမရှိသင့်။,စိုးရိမ်သောက ဗျာပါဒ မရှိသင့်။
